hablante,destinatario,emisión,linea,path
CHI,ADULT,0 .,4460,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4461,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4466,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4471,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4472,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4477,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4492,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4510,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4521,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4522,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA7,ADULT,&=ríe .,4542,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FC2,UNKNOWN,0 .,4554,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA5,ADULT,&=ríe .,4556,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA1,ADULT,&=ríe .,4558,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA1,ADULT,&=ríe .,4574,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA1,ADULT,&=ríe .,4586,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
FA7,ADULT,&=ríe .,4592,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4603,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4611,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4616,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4630,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
CHI,ADULT,0 .,4636,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/cielor-a1-nsb.elan.cha
MA1,OTHER,&=tararea .,29,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,47,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,53,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,54,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,55,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,61,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,72,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,77,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,86,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,87,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,98,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,133,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,143,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,144,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,145,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,146,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,147,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,148,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,149,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,150,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,163,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,164,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,203,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,211,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,216,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,217,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,218,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,219,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,220,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,221,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,222,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,223,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,224,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,225,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,226,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,231,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,250,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,251,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,252,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,253,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,259,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,268,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,269,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,310,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,311,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,312,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,313,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,318,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,323,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,324,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,329,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,330,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,334,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,347,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,356,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,361,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,362,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,363,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,369,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,370,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,371,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,376,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,381,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,382,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,383,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,384,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,410,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,416,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,417,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,422,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,431,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,436,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,453,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,454,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,471,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,476,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,481,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,496,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,497,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,506,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,527,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,532,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,533,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,538,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,543,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,564,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,569,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,574,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,579,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,588,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,593,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,594,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,595,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,600,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,601,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,606,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,607,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,608,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,615,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,616,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,617,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,618,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,619,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,620,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,621,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,622,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,628,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,637,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,638,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,639,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,656,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,657,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,662,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,676,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,677,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,678,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,679,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,680,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,681,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,682,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,683,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,684,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,685,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,686,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,687,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,688,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,689,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,694,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,695,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,696,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,732,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,737,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,747,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,752,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,757,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,768,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
MA1,CHI,&=ríe .,794,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,808,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,813,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,814,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,815,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,816,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,821,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,822,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,847,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,855,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,856,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,861,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,862,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,875,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,896,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,901,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,908,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,914,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,915,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,944,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,945,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,956,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,973,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1008,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1014,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1015,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1041,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1042,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
FA1,CHI,&=ríe .,1056,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1058,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1059,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1064,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1085,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1086,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1101,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1102,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1140,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1141,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1142,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1143,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1144,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1158,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1159,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1169,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1183,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1189,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1198,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1203,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1204,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1218,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1223,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1228,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1229,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1230,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1235,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1236,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1241,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1242,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1243,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1252,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1253,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
CHI,ADULT,0 .,1258,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/francescal-a1-nsm.elan.cha
