hablante,destinatario,emisión,linea,path
CHI,ADULT,0 .,714,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,752,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,753,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,754,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,755,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,778,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,783,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,794,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,795,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,804,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,809,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,825,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,838,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,839,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&ha &ha &ha .,860,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
SIL,ADULT,0 .,893,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&nini [=! balbucea] .,894,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,910,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,929,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,930,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
MOT,CHI,&=besa .,936,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,943,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,957,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,970,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,981,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,982,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,983,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,988,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,998,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
MOT,CHI,&=besa .,1003,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
MOT,CHI,&=besa .,1005,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1007,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
MOT,CHI,&=besa .,1026,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&oh .,1038,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&a &ta (.) &uta [=! balbucea] .,1066,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&ahhh [=! grita] .,1098,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&te &te [=! balbucea] .,1099,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,&ia [=! balbucea] .,1103,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1194,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1207,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1216,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1230,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1243,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1252,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1262,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1271,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1280,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1289,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1298,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1303,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1317,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1326,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1331,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
COD,ADULT,0 .,1336,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1341,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1350,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1359,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1369,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1378,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1387,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1393,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1399,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1414,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1419,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1429,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1435,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1436,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1447,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1452,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1457,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1458,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1459,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1460,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1465,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1470,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1475,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1476,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1485,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1490,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1491,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1496,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1497,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
CHI,ADULT,0 .,1507,/home/macramole/Code/ciipme/aclew/highvolResults/listos_cha/camilam-a1-nsm.elan.cha
