hablante,destinatario,emisión,linea,path
FA1,CHI,xxx . ,40,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,42,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,82,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,84,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,right . ,145,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=laughs . ,149,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,151,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,155,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=laughs . ,157,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,okay . ,178,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,xxx . ,262,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,&=laughs . ,278,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,&=laughs . ,284,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,&=laughs . ,290,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,xxx . ,296,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,xxx . ,310,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,334,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=laughs . ,336,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,338,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=laughs . ,340,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=laughs . ,342,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,344,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,432,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,&aumph . ,438,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,&aumph . ,440,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,UNKNOWN,xxx . ,442,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,448,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,450,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,&=laughs . ,452,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,454,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,456,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,BOTH,xxx . ,482,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,498,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,507,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,509,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,right ? ,511,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,515,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,517,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,519,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,527,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,529,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,ADULT,xxx . ,531,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=puffs . ,613,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=puffs . ,615,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=puffs . ,617,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,657,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
EE1,OTHER,<xxx> [=! sings] . ,753,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
EE1,OTHER,xxx . ,953,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
EE1,OTHER,xxx . ,978,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,<&bom &pa &da &da &bom &pa &da &da &bom &bom &bom> [=! sings] . ,1016,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=whistles . ,1018,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=whistles . ,1020,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=whistles . ,1022,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,&=whistles . ,1045,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,1078,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,1161,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,BOTH,xxx . ,1179,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1268,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1270,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,CHI,<&pum &pum &pum &pum &pum &pa &pum &pum &pum> [=! sings] . ,1359,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,1397,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,BOTH,&=laughs . ,1403,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx ! ,1405,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,1415,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,1433,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,1451,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,1457,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,1459,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,1461,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,ADULT,xxx . ,1463,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,1465,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,1467,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
MA1,UNKNOWN,xxx . ,1479,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,ADULT,xxx . ,1485,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1529,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1531,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1533,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,xxx . ,1599,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,UNKNOWN,<xxx> [=! sings] . ,1615,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,1618,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA1,CHI,xxx . ,1627,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/4889.elan.cha
FA2,CHI,&=gasps . ,37,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&oh &dzh &dzh &dzh &dzh &dzh &dzh &dzh &dzh &dzh &dzh . ,57,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&oh &dzh &dzh &dzh &dzh &dzh &dzh &dzh . ,59,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&tch &tch &tch &tch &tch &tch &tch &tch . ,61,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&oh . ,107,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&oh <&ho &ho &ho &ho> [=! laughs] . ,111,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&ah &dun &dun &dun &dun &dun &dun &dun &dun &dun &dun &dun &dun &dun . ,181,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&ah &dun &dun &dun . ,184,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,xxx . ,187,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,xxx . ,196,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,xxx . ,216,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,UNKNOWN,xxx . ,293,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ah &bit &tee &bit &tee &bit &tee &bum &bum &bum . ,340,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ah &bit &tee &bit &tee &bit &tee &bum &bum &bum . ,342,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ah &bit &tee &bit &tee &bit &tee &bum &bum &bum . ,344,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
EE1,OTHER,xxx . ,366,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=laughs . ,454,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ho &ho &ho . ,460,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,okay xxx . ,466,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,OTHER,&oh . ,498,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ahm . ,553,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ahm . ,567,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ah . ,573,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,709,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,715,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,okay . ,851,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,<&na> [=! laughs] . ,867,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,UNKNOWN,xxx . ,907,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,<&teh> [=! laughs] . ,990,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&ah &ra &ra &ra &ra &ra &ra &ra . ,1002,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,CHI,&ah &ba &ba &ba &ba &ba &ba &ba &ba &ba . ,1008,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1046,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1089,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1091,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1100,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,&=laughs . ,1158,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,1200,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,&=laughs . ,1220,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA1,CHI,&=sighs . ,1249,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA2,ADULT,xxx . ,1251,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,1271,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA2,ADULT,xxx . ,1273,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,1279,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,right ? ,1297,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,1301,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1315,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA2,ADULT,xxx . ,1317,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA2,ADULT,xxx . ,1377,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA2,ADULT,xxx . ,1427,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA2,ADULT,xxx . ,1644,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,okay . ,1763,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&ah . ,1771,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&djoo &doo &doo &doo &dooch . ,1828,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&djoo &choo &choo &choo &choo &choo &choo &choo &choo &choo &choo . ,1830,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&hai &nah &nah &nah &nah . ,1833,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=blowsraspberries . ,1835,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=blowsraspberries . ,1839,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1841,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps <&=psuedochomps> [=! kisses] . ,1857,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1861,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&mm &muh &muh &muh &muh . ,1863,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1869,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1871,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1873,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1881,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1883,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1889,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1897,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=sighs . ,1901,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps . ,1953,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,<&=psuedochomps> [=! kisses] . ,1955,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=psuedochomps <&=psuedochomps> [=! kisses] . ,1957,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,<&mm> [=! kisses] . ,1959,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=groans . ,1999,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,okay . ,2029,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,okay okay okay okay okay . ,2244,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,ADULT,&=laughs . ,2265,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=laughs . ,2292,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,ADULT,&=laughs . ,2296,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=laughs . ,2306,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,xxx . ,2308,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2324,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,<&ah &ah &ah> [=! imitates] . ,2348,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&mm &hmm &hmm . ,2352,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,ADULT,xxx . ,2354,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=laughs . ,2374,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2380,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=laughs . ,2382,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2394,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2396,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2398,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=ululates . ,2400,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=squeals . ,2404,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=sighs . ,2408,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,<&hup> [=! imitates] . ,2412,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,<&hup> [=! imitates] . ,2414,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,<&=fusses> [=! imitates] . ,2416,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,&=laughs . ,2430,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,CHI,okay . ,2452,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
MA3,BOTH,&=grunts . ,2490,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,ADULT,xxx . ,2633,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,2683,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA3,ADULT,xxx . ,2685,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,2687,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,2689,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,ADULT,xxx . ,2703,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9769.elan.cha
FA1,CHI,&=laughs . ,29,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&oh . ,41,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,UNKNOWN,&wah . ,47,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&oh &ho &ho . ,49,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&oh . ,57,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&ho &ho &ho . ,59,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,xxx . ,65,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,UNKNOWN,&mm . ,67,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,okay . ,94,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,&eh &=laughs . ,145,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,147,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,149,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,BOTH,&=laughs . ,173,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,BOTH,&=laughs . ,175,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,BOTH,&naw . ,182,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,237,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,245,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,247,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,321,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,350,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,&=laughs . ,374,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,CHI,&=laughs . ,414,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,xxx . ,491,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,ADULT,&mm . ,641,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA1,ADULT,xxx . ,669,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,CHI,&=shushes . ,843,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,CHI,&=shushes . ,845,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
FA2,CHI,&=laughs . ,955,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/7928.elan.cha
